subject,number,name,credit_num,description,prerequisites,course
RUSS,302,Continuing Russian III ,3,Continuation of RUSS 301 .,RUSS 301 with a grade of ‘C’ or better.,RUSS 302
RUSS,303,Continuing Russian Conversation I ,1,For students with a basic knowledge of Russian who wish to improve speaking and conversational skills.  This course is repeatable for credit. Note: It is recommended that the course be taken in conjunction with RUSS 301 .,RUSS 202 with a grade of ‘C’ or better.,RUSS 303
RUSS,304,Intermediate Russian Conversation II ,1,Continuation of RUSS 303 . It is recommended that the course be taken in conjunction with RUSS 302 .,RUSS 301 with a grade of ‘C’ or better.,RUSS 304
RUSS,315,Studies in Russian Film ,3,"Major cinematic trends from the earliest periods to the contemporary era. Emphasis on the feature film as an art form, a social documentary and a means of persuasion. Taught in English or Russian, as announced each semester. Topics will be published in the Schedule of Classes. Recommended Preparation: A film course, RUSS 202 or permission of the instructor.",,RUSS 315
RUSS,321,The Russians’ World - I ,3,"This intermediate-level course aims to increase students’ abilities in reading comprehension, conversational and cultural competence, and grammatical accuracy. Special emphasis is placed on expanding vocabulary, through a study of the customs, interests, and traditions of the Russian people. Taught in Russian.",RUSS 301 with a grade of ‘C’ or better.,RUSS 321
RUSS,322,The Russians’ World - II ,3,"RUSS 322 is a continuation of RUSS 321 . As such, it aims to increase students’ abilities in reading comprehension, conversational and cultural competence, and grammatical accuracy. There is continued emphasis on expanding vocabulary through a study of the customs, interests, and traditions of the Russian people. Taught in Russian.",RUSS 202 with a grade of ‘C’ or better.,RUSS 322
RUSS,332,The Structure of Russian ,3,"An investigation of the phonological and morphological structure of Russian, with special emphasis on noun and verb inflection. Recommended Preparation: LING 210 .",MLL 190 and RUSS 301 with a grade of ‘C’ or better.,RUSS 332
RUSS,340,Studies in Russian Literature ,3,"A study of selected Russian literary works, with the focus on a movement, genre, theme or individual writer. Readings and discussion in English. Students may choose to read works in the original Russian. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Recommended Preparation: A 200-level literature course or permission of the instructor.",,RUSS 340
RUSS,350,Russian Complementary Reading ,1,"This course provides students with an opportunity to further expand their vocabulary in Russian, with a particular focus on political terminology. The course will be offered in conjunction with RUSS 202 , RUSS 301 , and RUSS 302 . The particular topics will change with the level of the associated RUSS course. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 3 credits. Recommended Preparation: RUSS 201 with a grade of ‘C’ or better or permission of the instructor.",,RUSS 350
RUSS,400,Special Projects in Russian (1,3,"An independent, individualized program of study of Russian language or culture in an area determined by the student’s needs.  This course is repeatable for credit. Note: Credits earned in RUSS 400 may not be used to satisfy the basic requirements of the major, minor, or certificate of Russian studies. Exceptions may be granted with the permission of an instructor and the Chair of MLL. Request for permission to register in the course must be in writing and must specify the number of credits sought.",,RUSS 400
RUSS,401,Advanced Russian I ,3,"An advanced Russian language course in the four language skills (listening, reading, speaking and writing) with focus on sociocultural issues and current events in Russia. In addition to regular oral practice, the course will include such activities as formal oral presentations and expository writing.",RUSS 302 with a grade of ‘C’ or better.,RUSS 401
RUSS,402,Advanced Russian II ,3,"Continuation of RUSS 401 , with more attention to the development of writing skills.",RUSS 401 with a grade of ‘C’ or better.,RUSS 402
RUSS,403,Advanced Russian Reading ,3,"Advanced spoken production of high-level, abstract language.",RUSS 302 with a grade of C or better.,RUSS 403
RUSS,415,Political Russian ,3,"The course is intended for advanced students of Russian who wish to acquire, on the basis of authentic texts, the specialized vocabulary of international relations, economics, trade, and national security. The course also emphasizes the more complex grammatical constructions typical of these registers and introduces techniques of translation.",RUSS 302 with a grade of ‘C’ or better.,RUSS 415
RUSS,419,Theory and Practice of Translation ,3,"Introduction to methods and techniques of translation (English to Russian and Russian to English). Discussion of selected problems of contrastive grammar and comparative stylistics and lexicon, with practical exercises in translation. Students work with materials from their individual fields of specialization (e.g., politics, science, medicine, business). Recommended Preparation: Permission of instructor.",,RUSS 419
RUSS,425,Advanced Russian through Song ,3,"An advanced culture course, taught in Russian, structured around a richly annotated corpus of songs, from 1930s popular music to bards, rock and other contemporary forms. The songs are supplied with a full pedagogical apparatus and a broad range of contextual content in various media.",RUSS 302 with a grade of ‘C’ or better.,RUSS 425
RUSS,438,Studies in Russian Linguistics ,3,An in-depth examination of specific issues in Russian linguistics in the light of contemporary linguistic theory. A theory-significant and original term paper is required.  This course is repeatable for credit. Students may complete a maximum of 6 credits or 2 attempts. Recommended Preparation: RUSS 332 .,,RUSS 438
RUSS,450,Masterpieces of Russian Literature ,3,"A study of Russian literature in Russian with the focus on a movement, genre, theme, individual writer or individual work. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Recommended Preparation: RUSS 302 or permission of the instructor. Note: Readings and discussions in Russian.",,RUSS 450
RUSS,460,Russian Folklore ,3,"A study of the forms of Russian folk art and trends in the interpretation of folklore. Topics will include folktales, epics, folk drama, music, art, costume and customs. Taught in English or Russian, as announced each semester. Recommended Preparation: A 200-level literature or anthropology course, RUSS 202 .",,RUSS 460
SCI,100,Water; An Interdisciplinary Study (MS) ,3,"An interdisciplinary lab science experience that integrates biology, chemistry, earth sciences and physics into a single, three-credit course with a unifying theme of water. Topics covered may include: Water Quality, Unique Physical and Chemical Properties of Water, Biological Importance of Water, Water in the Earth’s Environment, and Water and Policy. The course consists of a combination of lecture, discussion, laboratory exercises and fieldwork. Frequent access to a computer with an internet connection is a requirement in this course; students will be expected to participate online regularly. This course is intended for those students not majoring in the natural/physical sciences or engineering, and it satisfies the GFR and GEP graduation requirement for a laboratory-based science course.",,SCI 100
SCI,100H,Water; An Interdisciplinary Study ,3,"An interdisciplinary lab science experience that integrates biology, chemistry, earth sciences and physics into a single, three-credit course with a unifying theme of water. Topics covered may include: Water Quality, Unique Physical and Chemical Properties of Water, Biological Importance of Water, Water in the Earth’s Environment, and Water and Policy. The course consists of a combination of lecture, discussion, laboratory exercises and fieldwork. Frequent access to a computer with an internet connection is a requirement in this course; students will be expected to participate online regularly. This course is intended for those students not majoring in the natural/physical sciences or engineering, and it satisfies the GFR and GEP graduation requirement for a laboratory-based science course.",Admission to the Honors College.,SCI 100H
SCI,100Y,Water: An Interdisciplinary Study (MS) ,3,"An interdisciplinary lab science experience that integrates biology, chemistry, earth sciences and physics into a single, three-credit course with a unifying theme of water. Topics covered may include: Water Quality, Unique Physical and Chemical Properties of Water, Biological Importance of Water, Water in the Earth’s Environment, and Water and Policy. The course consists of a combination of lecture, discussion, laboratory exercises and fieldwork. Frequent access to a computer with an internet connection is a requirement in this course; students will be expected to participate online regularly. This course is intended for those students not majoring in the natural/physical sciences or engineering, and it satisfies the GFR and GEP graduation requirement for a laboratory-based science course.",,SCI 100Y
SCI,101L,Quantitative Reasoning: Measurement and Skills Lab ,2,"Designed for first-year students interested in pursuing degrees in science, technology, engineering, and mathematics (STEM), this interdisciplinary science laboratory course will expose students to different STEM disciplines through a series of projects centered on the common theme of measurement. All projects require mastering basic quantitative skills (e.g., arithmetical, algebraic, geometric, probabilistic, and statistical methods), higher-order reasoning (e.g., evaluate representations, interpret mathematical models, determine reasonableness, and recognize limitations), and the practical use of measurement tools.",MATH 106 or MATH 106Y with a grade of ‘C’ or better or score of 4 or 5 on the Math Placement Test.,SCI 101L
SOWK,200,Social Issues - Social Action ,3,"This course explores three broad social issues challenging the United States and nations worldwide: poverty, dimensions of diversity, and health care with a focus on HIV/AIDS. Readings and assignments encourage students to develop their own ideas on social issues and to connect their ideas with action.",,SOWK 200
SOWK,200H,Social Issues - Social Action ,3,"This course explores three broad social issues challenging the United States and nations worldwide: poverty, dimensions of diversity, and health care with a focus on HIV/AIDS. Readings and assignments encourage students to develop their own ideas on social issues and to connect their ideas with action.",,SOWK 200H
SOWK,250,Introduction to Social Work ,3,"This course introduces students to the social work profession and to fundamental concepts of generalist social work practice. Students will learn concepts central to understanding the profession’s work on behalf of vulnerable populations. The course includes an overview of the nation’s social service delivery system, social inequality, and social work advocacy.",,SOWK 250
SOWK,255,Psychology of the Black Experience in the United States ,3,A survey of selected psychological theories and research pertaining to black people. Includes an introduction to black psychology.,,SOWK 255
SOWK,260,"Social Welfare, Social Policy, and Social Work I ",3,"This is the first social policy course required of all social work majors. It presents the historical development and contemporary forces that have shaped the nation’s social welfare system. Generalist practice is applied to diverse populations, women, older people and immigrants. The course examines issues addressed by social services, and the role of the professional social worker. It offers opportunities to meet with practitioners in the field to understand the diverse populations served.",,SOWK 260
SOWK,271,Introduction to Community Involvement ,3,"A survey of issues and opportunities in the area of community involvement. Introduction to the growth and evolution of black communities, with emphasis on the living conditions of their members and the problems facing community developers. Varieties of black communities are studied.",,SOWK 271
SOWK,299,Social Work Independent Study (1,3,This course permits students to design and work on individual research projects and/or service learning experiences with selected faculty members.,,SOWK 299
SOWK,311,Introduction to Field Experience in Social Work ,3,This course offers the opportunity to observe the delivery of social services within selected agencies. Students are assigned to an agency for a beginning experience in examining how social work services are provided. Field education experience is combined with seminar instruction.  This course is repeatable for credit. Recommended Preparation: SOWK 260 .,,SOWK 311
SOWK,350,Psychology of Racism ,3,Analysis of current psychological theory and research on individual and institutional racism.,AFST 255 with a grade of ‘C’ or better.,SOWK 350
SOWK,360,"Social Welfare, Social Policy, and Social Work II ",3,"This is the second required social policy course for social work majors. The course examines the current American social welfare system, with attention focused on analyzing state and federal policies related to poverty, child welfare, homelessness, global issues, health and mental health, and older adults.",ENGL 100 and SOWK 260 with a grade of ‘C’ or better.,SOWK 360
SOWK,369,"Contemporary Issues, Cultures, and Social Work Practices in Aging ",3,"This course uses a cultural framework to explore social issues, trends, policies, and services affecting older people and their families focusing on diversity of the aging experience. Students who complete this course will be able to create and evaluate culturally sensitive services for older adults that consider the intersectionality of membership in varying groups. Topics include: physical and mental aging, aging theory, social work practice with older adults, cultural approaches to aging, and special populations. Recommended Preparation: Six social science credits, at least one course in Social Work or Aging.",,SOWK 369
SOWK,370,Social Work and the Criminal Justice System ,3,"The criminal justice system affects many of social work’s clients while ensuring public safety and offering services to offenders and victims of crime. This course examines the intersection between the profession of social work and the American criminal justice system by examining historical events, social welfare policies and social work practice. Course content focuses on current populations served and issues and reforms within law enforcement, the courts and correctional institutions.",Six credits in Social Sciences (GEP) courses with a grade of ‘C’ or better.,SOWK 370
SOWK,371,Social Work Practice in Aging ,3,"In this course students explore the major social issues, trends, policies, and services affecting older people and their families. It shows how social work practice interfaces with other human service disciplines and social institutions. Course content includes social and demographic trends; theories in gerontology; physiological changes and health status of older people; senescence and family life; and the economics of aging.",Six credits in Social Sciences (GEP) courses with a grade of ‘C’ or better.,SOWK 371
SOWK,372,Social Work and Health Care ,3,"This course examines social work skills and interdisciplinary practice used in health-care settings. A generalist practice model that is based on the needs of people with health care problems, the nature of the health-care organizations, and the use of social workers as health-care professional is explored. Students examine crisis intervention that uses interdisciplinary techniques, case management, and discharge planning, all in the context of the nation’s health-care environment.",Six credits in Social Sciences (GEP) courses with a grade of ‘C’ or better.,SOWK 372
SOWK,373,Demystifying the DSM: A Social Work Perspective ,3,"This course will provide students with a working knowledge of the Diagnostic and Statistical Manual (DSM-5), a major source of diagnostic criteria used across a variety of mental health and social work fields today. As a primary focus, students will be exposed to the history of the DSM, the relationship between the DSM and major mental health conditions, as well as experiential familiarity of how the DSM applies to clinical assessments, diagnoses, and treatment planning within social work.",Six credits in Social Sciences (GEP) courses with a grade of ‘C’ or better.,SOWK 373
SOWK,374,Social Work with Immigrants and Refugees ,3,"This course provides an introduction to the information and skills necessary for generalist social work practice with immigrants and refugees. Its purpose is defined as the restoration, maintenance, and enhancement of the social functioning of individuals, families, groups, organizations, and communities and the promotion of social justice. Recommended Preparation: SOWK 200 or SOWK 260 .",,SOWK 374
SOWK,376,"Intimate Partner Violence, A Social Work Perspective ",3,"Intimate partner violence (IPV) is a social and public health problem that impacts millions of people around the globe. Although efforts have been made to end IPV, it has persisted over time. This course introduces students to basic concepts of IPV, theories used to understand it, as well as systems involved in addressing it. The goal is to help students think critically about the factors that perpetuate IPV. Recommended Preparation: SOWK 250 .",PSYC 100 or SOCY 101 with a grade of ‘C’ or better.,SOWK 376
SOWK,377,Women and Social Policy ,3,"This course explores the impact of social welfare programs and policies upon women’s lives, examines the assumptions and values that have gone into the formulation of these policies, and discusses alternative approaches to dealing with women’s concerns. Topics include economic circumstances, women and violence, traditional and alternative social services, and agendas for reform.",,SOWK 377
SOWK,386,Strengthening Family Structure ,3,"This course is designed to provide students with an overview of work with families. Social workers engage families in various settings, such as in social service agencies, the home, school, mental health and medical facilities, and in direct service agencies such as shelters and clinics. They also meet families in connection with social justice work such as work with immigrants. This course will provide students with the basic knowledge and skills to make initial assessments of family functioning in the context of the social environment and an understanding of the variety of challenges families experience. Students will be presented with developmental theories, as well as traditional theoretical frameworks used in family assessments. The concept of family in its more varied and inclusive forms, including same-sex marriage and non-traditional definitions of family will be explored.",Six credits in Social Sciences (GEP) courses with a grade of ‘C’ or better.,SOWK 386
SOWK,387,"Policies, Programs, and Services for Children ",3,"This course presents the current situation regarding services for children, and historic perspective on the development of society’s perceptions of children’s needs. It attempts to go beyond the traditional definitions of child welfare as an institution and encompass consideration of a social welfare system including family policy advocacy, programs to enhance socialization of children, helping services, and services to surrogate families. Select intervention techniques appropriate for work with children are presented, and skills are developed.",SOWK 260 with a grade of ‘C’ or better.,SOWK 387
SOWK,388,Human Behavior and the Social Environment ,3,"This course examines theory, research and practice issues of human development within the biopsychosocial context of mutually influencing personal, family, community and societal systems. Emphasis is placed on understanding the relevance and use of theory for practice and on how diversity in race, ethnicity, culture, gender, sexual orientation and socio-economic circumstances contribute to and influence personality development, as well as the systems within which this takes place. The course content covers normal life-cycle development from infancy through childhood from the perspective of ecological systems theory.",,SOWK 388
SOWK,389,Human Behavior II ,3,"In the context of the same framework and variables described in Human Behavior I, this course covers normal lifecycle development from adolescence and young adulthood to later adulthood.",SOWK 388 with a grade of ‘C’ or better.,SOWK 389
SOWK,390,Special Topics in Social Welfare (1,3,This course provides students the opportunity to examine at an advanced level a select issue in the social welfare field. The course will draw on basic understanding of concepts available through other courses in the social sciences. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 12 credits. Recommended Preparation: SOWK 240 or SOWK 260 .,Six credits in Social Sciences (GEP) courses with a grade of ‘C’ or better.,SOWK 390
SOWK,391W,Seminar on AIDs for Health and Social Services Providers and Administrators ,2,"This course is for health care and human-service providers working in settings that serve individuals affected by HIV/ AIDS. The course approaches the multitude of needs created by the HIV epidemic from various perspectives, including prevention education, psychosocial adjustment, community resources and family systems. Conducted in a seminar format, the course relies on large- and small-group discussions, exercises, and client and policy case reviews to improve skills in working effectively with people affected with HIV/AIDS.",,SOWK 391W
SOWK,395,Addictive Behavior Patterns ,3,"This course provides an overview of the major issues related to addictive behavior patterns including those associated with alcoholism. The major concepts, theories, policies and research associated with addictive behaviors are examined. Emphasis is placed on the impact of addictive patterns on family members, especially children. The relationships between addictive behaviors and other health and social issues are explored.",Six credits in Social Sciences (GEP) courses with a grade of ‘C’ or better.,SOWK 395
SOWK,397,Social Work Methods I: Introduction to Practice ,3,"This course provides knowledge, skills and values needed for beginning social work practice. Emphasis is placed on communication skills and the beginning stages of the problem-solving process. Special attention is given to the significance of human diversity for interpersonal helping.","ENGL 100 , SOWK 250 , and SOWK 260 with a grade of ‘C’ or better. Minimum GPA of 2.5.",SOWK 397
SOWK,470,Social Work Research ,3,"This course deals with problem formulation, data collection and analysis, and presentation of research findings and conclusions. Attention is paid to classic and recent studies and to the application of research to social work knowledge and practice. The following courses are acceptable substitutes: AFST 301 , SOCY 300 , POLI 301 and PSYC 332 . Recommended Preparation: Junior standing and an approved course in statistics.",,SOWK 470
SOWK,480,Field Instruction I ,6,Students are assigned to a social service agency 16 hours per week to participate in the delivery of social work services under the supervision of an MSW-level social worker.      (Fall),"SOWK 250 , SOWK 260 , SOWK 388 , and SOWK 397 with a grade of ‘C’ or better. Minimum GPA of 2.5. Corequisite: SOWK 481 .",SOWK 480
SOWK,481,Social Work Methods II: A Generalist Approach to Practice ,3,"This course presents a conceptual framework of social work intervention and covers the common elements of social work practice. It combines development of the ecological perspective with the problem-solving model, strengths assessment, and the development of basic social work skills. Students are introduced to concepts and skills relevant for intervention with clients, with particular emphasis on case management and crisis intervention. Students are also introduced to indirect interventions on behalf of clients.",ENGL 100 and SOWK 397 with a grade of ‘C’ or better. Corequisite: SOWK 480 .,SOWK 481
SOWK,482,Field Instruction II ,6,Students continue participation in the delivery of social services with increased practice responsibility.,SOWK 480 and SOWK 481 with a grade of ‘C’ or better. Corequisite: SOWK 483 .,SOWK 482
SOWK,483,"Social Work Methods III: Selected Intervention Strategies, Research, and Evaluation ",3,"This course emphasizes change strategies that pertain to families, group work and community organization. Research findings pertinent to selected problems in social functioning are identified, analyzed and applied to practice. Approaches to the evaluation of the student’s own practice are presented.","ENGL 100 , SOWK 480 , and SOWK 481 with a grade of ‘C’ or better. Corequisite: SOWK 482 .",SOWK 483
SOWK,499,Independent Study (1,3,This course presents an opportunity for in-depth study of a particular social welfare or social work problem. It ordinarily requires a substantial research effort and a major paper.  This course is repeatable for credit. Students may complete a maximum of 6 credits. Note: A proposal must be submitted and faculty permission and sponsorship must be obtained before registration.,,SOWK 499
SOWK,499H,Honors Independent Study (2,6,This course presents an opportunity for in-depth study of a particular social welfare or social work problem. It ordinarily requires a substantial research effort and a major paper.  This course is repeatable for credit.,,SOWK 499H
SOCY,101,Basic Concepts in Sociology ,3,"An introduction to the concepts used in all advanced sociology courses: basic elements of social structure, including primary groups and organizations, culture and society, socialization, social stratification and social change.",,SOCY 101
SOCY,101H,Basic Concepts in Sociology-Honors ,3,"An introduction to the concepts used in all advanced sociology courses: basic elements of social structure, including primary groups and organizations, culture and society, socialization, social stratification and social change.",,SOCY 101H
SOCY,101Y,Basic Concepts in Sociology ,4,"An introduction to the concepts used in all advanced sociology courses: basic elements of social structure, including primary groups and organizations, culture and society, socialization, social stratification and social change.",,SOCY 101Y
SOCY,201,Social Problems in American Society ,3,"A survey of American social problems designed for the general student. Topics typically include race and ethnic conflict, crime and delinquency, population and inequality.",,SOCY 201
SOCY,204,Diversity and Pluralism: An Interdisciplinary Perspective ,3,"An analysis of race, ethnicity, class, gender and sexual orientation in society. The goal of the course is to have students understand the sociocultural nature of human identity and diversity. In addition, the course will explore ways of enhancing communication across the boundaries that divide groups in a pluralistic society. Small group discussion of course material will take place throughout the semester.",,SOCY 204
SOCY,205,Civic Agency and Social Entrepreneurship ,3,"By building their theoretical knowledge and practical skills, this course empowers and prepares students to work effectively in their communities, social groups and democracy to initiate and achieve social change. Students will analyze and evaluate prevailing ideas about effective citizenship, activism, service and politics, including conventional assumptions about the limits of ordinary citizens’ capacity to become agents of transformation. Students will work in teams to develop strategic plans for social change on campus and beyond.",,SOCY 205
SOCY,220,Urban Sociology ,3,"The ecology of the city and metropolitan community, social change, stratification, complex organizations and social roles, and city and regional planning. Recommended Preparation: SOCY 101 or ANTH 211 .",,SOCY 220
SOCY,235,Sociological Perspectives on Globalization ,3,"This course is concerned with the impact of globalization on societies throughout the world. It will examine the concept and significance of globalization and its impact in advanced and developing societies on human rights, technology, women and the family, education, political and economic systems, crime and terrorism, religion, environmental issues, health, ethnic groups and minorities, and the concept of the nation-state. Particular emphasis will be placed on differences in world views from region to region internationally and how different regions have been affected by globalization. Recommended Preparation: SOCY 101 or ANTH 211 .",,SOCY 235
SOCY,297,Selected Topics in Sociology ,3,Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 6 credits. Recommended Preparation: SOCY 101 or ANTH 211 .,,SOCY 297
SOCY,298,Selected Topics in Sociology ,3,Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic.,,SOCY 298
SOCY,299,Independent Study (1,3,Recommended Preparation: Permission of instructor.,,SOCY 299
SOCY,300,Methodology of Social Research ,4,"Principles of social research, including examination of issues in research design, measurement, sampling and computer applications. Course considers both issues in the logic of science and practical problems of data collection.",ANTH 211 or SOCY 101 with a grade of ‘C’ or better and completion of GEP/GFR Math requirement.,SOCY 300
SOCY,301,Analysis of Sociological Data ,4,"This course focuses on statistical techniques related to sociological research, including measures of central tendency and dispersion, measures of association, correlation and regression, and statistical inference. Statistical software packages are introduced. Note: Completion of the Sociology Statistics Readiness Test is required.",SOCY 300 with a grade of ‘C’ or better.,SOCY 301
SOCY,310,Social Stratification and Inequality ,3,"The course covers theories and empirical research on various forms of social stratification. The focus is on social class, ethnic and gender inequalities in contemporary societies in an era of globalization. Recommended Preparation: SOCY 101 or ANTH 211 .",,SOCY 310
SOCY,315,Population and Society ,3,"An introduction to the study of human populations in advanced and developing countries; changes in the size, composition and distribution of populations; the economic, political and social significance of populations and national population policies. Recommended Preparation: ANTH 211 , GES 102 , or SOCY 101 .",,SOCY 315
SOCY,321,Race and Ethnic Relations ,3,Sociological analysis of the types of minority-majority group relations and the effects of these relationships on society and the groups and the individuals involved. Recommended Preparation: SOCY 101 or ANTH 211 .  (Fall/Spring/Summer),,SOCY 321
SOCY,330,Deviance in Contemporary Society ,3,"An analysis of deviant activities, including crime, sexual deviation and mental illness. Sociological explanations of these phenomena and the strengths and weaknesses of these explanations. Examinations of the legal system and other social control mechanisms. Recommended Preparation: SOCY 101 , ANTH 211 , or permission of the instructor.",,SOCY 330
SOCY,332,Human Sexuality in Sociological Perspectives ,3,"The course focuses upon sociological forces that influence sexuality and govern its expression. Topics include the sexual socialization of children and adolescents; teenage pregnancy; sexuality of single, married and older adults; governmental and educational services related to sexuality; sexual orientation; pornography; and sexual coercion. Recommended Preparation: SOCY 101 or permission of instructor.",,SOCY 332
SOCY,333,Human Sexuality in Cross-Cultural Perspective ,3,"Norms and mores that sanction and regulate human sexuality exist universally, but their particular forms vary widely from one society to another. This course examines theories that offer a sociological explanation for the variation of sexual attitudes and behaviors in both industrialized and nonindustrialized societies. Recommended Preparation: SOCY 101 or permission of instructor.",,SOCY 333
SOCY,334,Sexual Diversity ,3,"Focus is on the social construction and politics of sexuality. Specific topics will include pornography, intergenerational sex, transgenderism, sex and the handicapped, bisexuality, homosexuality and sadomasochism. The course will be organized around lectures, guest speakers, audio visual material and group discussions. Recommended Preparation: SOCY 101 , ANTH 211 , or permission of the instructor.",,SOCY 334
SOCY,335,Terrorism and Social Violence ,3,"This course examines various examples of collective domestic conflict and evaluates the sociological theories that explain why such conflict occurs. Topics include ethnic conflict, colonial insurrections, terrorism, coup d’etat and revolution. Recommended Preparation: SOCY 101 , ANTH 211 , or permission of instructor.",,SOCY 335
SOCY,345,Sociology of Education ,3,"Theory and research on education as a social institution. The changing functions of formal education, equality of educational opportunity, the dilemma of meritocracy, urban educational problems and strategies for change. Recommended Preparation: SOCY 101 , ANTH 211 , or permission of instructor.",,SOCY 345
SOCY,349,The Sociology of Religion ,3,"Analysis of religious institutions and structures and of the relations between religion and society. Special attention is given to the social sources of religious attitudes; religious roles and organizations; American religious trends; and the interplay between religion and science, religion and politics, religion and economic behavior, and religion and social class. Recommended Preparation: SOCY 101 , ANTH 211 , or permission of instructor.",,SOCY 349
SOCY,351,"Sociology of Health, Illness, and Medicine ",3,"This course explores how health, illness, and the field of medicine are shaped by social and cultural forces. It examines the changing role of physicians and other providers; medicine as a social institution; the nature of healthcare organizations; and the experience of health and illness. Special attention is given to the doctor-patient relationship, and factors that shape individuals’ interactions with their health providers, as well as analyzing the role of persistent sociocultural inequalities across health and health care. Recommended Preparation: SOCY 101 or ANTH 211 .",,SOCY 351
SOCY,352,Issues in Health Care ,3,"This course examines some of the leading health and health care issues of current concern. Recommended Preparation: SOCY 101 , ANTH 211 , PBHL 100 or permission of instructor.",,SOCY 352
SOCY,353,Marriage and the Family ,3,"Marriage and family as social institutions. Primary relationships in marriage, their development in courtship, formalization in marriage and extension to children. The course draws on materials from related disciplines, as well as from sociology. Special emphasis on marriage and change in sex roles in modern societies. Recommended Preparation: SOCY 101 or ANTH 211 .",,SOCY 353
SOCY,354,Social Bases of Public and Community Health ,3,Introduction to concepts of public health and community medicine.,"ANTH 211 , PBHL 100 , or SOCY 101 with a grade of ‘C’ or better.",SOCY 354
SOCY,355,The Sociology of Gender ,3,"This course introduces the key concepts sociologists have contributed to the study of gender.  We will examine the origins and development of those concepts and empirical work on the sociology of gender in the last three decades. Intersectional feminist theories and research will be emphasized, as we examine how gender is socially constructed within ethno-racial contexts. Students will also be introduced to global/transnational concerns, studies of masculinities, the body and sexuality studies.","ANTH 211 , GWST 100 , or SOCY 101 with a grade of ‘C’ or better.",SOCY 355
SOCY,358,Contemporary Problems of Aging in Society ,3,"This course deals with issues in the field of aging, emphasizing those that are on the frontier of social concern and public debate, but are not generally covered in detail in survey courses. These include: prospects and implications of an expanded life expectancy, ageism and poverty, victimization and abuse of the aged, institutions and centers for the aged, politics and conservatism, aging and sexuality, death and dying. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Recommended Preparation: SOCY 101 or ANTH 211 .",,SOCY 358
SOCY,359,Death and Dying ,3,"This course is a broad multidisciplinary approach that examines the theoretical, philosophical and social origins of past and present death attitudes and behavior. Topics include death throughout the life cycle, suicide, euthanasia, grief and bereavement, funeral customs, and the impact of religion and culture on death perspectives.",,SOCY 359
SOCY,361,Science and Society ,3,"The course examines science as a social enterprise and the interaction between scientific activity and society. Topics include the origin of science, characteristics of scientists, the scientific community, the process of scientific discovery, scientific fraud, and the distinction between science and pseudo-science. Recommended Preparation: SOCY 101 , ANTH 211 , or permission of instructor.",,SOCY 361
SOCY,365,Sociology of the Labor Force and Occupations ,3,"This course examines the American labor force in terms of the decision to work, the characteristics of workers, job seeking behavior, etc. It also analyzes different occupations in terms of their composition, patterns of mobility and work behavior. Recommended Preparation: SOCY 101 , ANTH 211 , ECON 100 or ECON 101 .",,SOCY 365
SOCY,369,Causes of Crime and Delinquency ,3,"This course provides an overview of criminological theories focusing on the causes of delinquency and crime. Students will pay close attention to the assumptions of these theories, how to empirically test these theories, and identifying fundamental consistencies and discrepancies between these theories. This course is sociological in nature. Therefore, course material presents crime and delinquency as resulting from enduring social processes that operate at the micro and macro levels. Recommended Preparation: SOCY 101 .",,SOCY 369
SOCY,370,Sociology of Law ,3,"This course investigates the role of law in society. It reviews key sociological theories and concepts about the origins, purpose, organization, and consequences of law, as well as social scientific research on the law and legal system. Course content covers themes such as inequality, discrimination, legal practice, and criminal justice. Recommended Preparation: SOCY 101 .",,SOCY 370
SOCY,371,Criminology and Penology ,3,"The study of crime, theories of criminal behavior, treatment of criminals and the behavior of law enforcement officials. Recommended Preparation: SOCY 101 or ANTH 211 .",,SOCY 371
SOCY,372,Juvenile Delinquency ,3,"The nature, extent, causes, treatment and prevention of juvenile delinquency. Recommended Preparation: SOCY 101 or ANTH 211 .",,SOCY 372
SOCY,374,Drugs and Alcohol in Society ,3,"The course provides an overview of causes and consequences of alcohol and drug abuse from the sociological perspective. The effects of society, family, peers, ethnicity and the media on alcohol, tobacco, and drug use will be discussed along with the historical framework of individual drugs. Additionally, theories of addiction, theories of use, use within subcultures, drug policy, and the relationship between substance abuse and crime will be examined. Discussion of controversial issues will include drug testing in social institutions, harm reduction, and legalization. Recommended Preparation: SOCY 101 or PSYC 100 or ANTH 211 .",,SOCY 374
SOCY,380,Political Sociology ,3,"Social and cultural contexts of contemporary politics. Power structure and political participation in advanced industrial societies. Functions and problems of mass, class and status-group politics from the respective viewpoints of elite and pluralist theory. Role of ideological movements and perspectives for democratic participation in advanced societies. Recommended Preparation: SOCY 101 , ANTH 211 , or permission of instructor.",,SOCY 380
